T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss],P [mB],T [°C],H [%]
42714, 634, -352, 662, 3990, -14280, -700, -133, 348, -595, 993.97, 24.65, 100.0
42718, 630, -371, 666, 3990, -14280, -700, -126, 349, -589, 993.97, 24.65, 100.0
42722, 661, -406, 670, 3990, -14280, -700, -126, 349, -589, 993.97, 24.65, 100.0
42734, 740, -467, 672, -420, -13230, 3920, -126, 349, -589, 993.97, 24.65, 100.0
42738, 750, -472, 673, -420, -13230, 3920, -126, 352, -582, 993.97, 24.65, 100.0
42742, 760, -480, 673, -420, -13230, 3920, -126, 352, -582, 993.97, 24.65, 100.0
42754, 747, -482, 683, 420, -10570, 6860, -126, 352, -582, 993.97, 24.65, 100.0
42758, 724, -479, 685, 420, -10570, 6860, -121, 355, -585, 993.97, 24.65, 100.0
42762, 713, -478, 688, 420, -10570, 6860, -121, 355, -585, 993.97, 24.65, 100.0
42774, 660, -463, 693, 6790, -1820, 6090, -121, 355, -585, 993.98, 24.63, 100.0
42778, 655, -457, 694, 6790, -1820, 6090, -120, 360, -585, 993.98, 24.63, 100.0
42782, 639, -452, 694, 6790, -1820, 6090, -120, 360, -585, 993.98, 24.63, 100.0
42794, 601, -431, 695, 11550, 4130, 4130, -120, 360, -585, 993.98, 24.63, 100.0
42798, 586, -420, 696, 11550, 4130, 4130, -132, 361, -586, 993.98, 24.63, 100.0
42802, 578, -415, 697, 11550, 4130, 4130, -132, 361, -586, 993.98, 24.63, 100.0
42814, 550, -401, 697, 12950, 5250, 3990, -132, 361, -586, 994.04, 24.63, 100.0
42818, 539, -395, 696, 12950, 5250, 3990, -124, 355, -598, 994.04, 24.63, 100.0
42822, 527, -393, 695, 12950, 5250, 3990, -124, 355, -598, 994.04, 24.63, 100.0
42834, 516, -387, 697, 11340, 2940, 5740, -132, 360, -594, 993.99, 24.63, 100.0
42838, 516, -395, 700, 11340, 2940, 5740, -132, 360, -594, 993.99, 24.63, 100.0
42842, 520, -404, 701, 11340, 2940, 5740, -132, 360, -594, 993.99, 24.63, 100.0
42854, 549, -449, 701, 8470, -1540, 7840, -124, 354, -598, 994.00, 24.65, 100.0
42858, 540, -446, 705, 8470, -1540, 7840, -124, 354, -598, 994.00, 24.65, 100.0
42862, 532, -428, 706, 8470, -1540, 7840, -124, 354, -598, 994.00, 24.65, 100.0
42874, 549, -427, 721, 7350, -6020, 10150, -127, 366, -592, 994.04, 24.65, 100.0
42878, 557, -435, 724, 7350, -6020, 10150, -127, 366, -592, 994.04, 24.65, 100.0
42882, 531, -471, 734, 7350, -6020, 10150, -127, 366, -592, 994.04, 24.65, 100.0
42894, 671, -462, 726, 9380, -8960, 11690, -111, 357, -586, 994.06, 24.65, 100.0
42898, 692, -467, 723, 9380, -8960, 11690, -111, 357, -586, 994.06, 24.65, 100.0
42902, 697, -487, 732, 11060, -13090, 10150, -111, 357, -586, 994.06, 24.65, 100.0
42914, 705, -499, 730, 11060, -13090, 10150, -123, 360, -597, 994.00, 24.65, 100.0
42918, 694, -496, 731, 11060, -13090, 10150, -123, 360, -597, 994.00, 24.65, 100.0
42922, 675, -493, 733, 14280, -11060, 10990, -123, 360, -597, 994.00, 24.67, 100.0
42934, 703, -471, 727, 14280, -11060, 10990, -123, 358, -597, 994.06, 24.67, 100.0
42938, 712, -471, 727, 14280, -11060, 10990, -123, 358, -597, 994.06, 24.67, 100.0
42942, 713, -467, 724, 18270, -7770, 13720, -123, 358, -597, 994.06, 24.67, 100.0
42954, 710, -459, 715, 18270, -7770, 13720, -123, 364, -594, 994.01, 24.67, 100.0
42958, 709, -454, 716, 18270, -7770, 13720, -123, 364, -594, 994.01, 24.67, 100.0
42962, 707, -447, 716, 20230, -6020, 15330, -123, 364, -594, 994.01, 24.67, 100.0
42974, 691, -423, 711, 20230, -6020, 15330, -121, 358, -598, 993.98, 24.67, 100.0
42978, 683, -417, 707, 21630, -3080, 16590, -121, 358, -598, 993.98, 24.67, 100.0
42982, 678, -416, 706, 21630, -3080, 16590, -121, 358, -598, 993.98, 24.67, 100.0
42994, 659, -410, 700, 21630, -3080, 16590, -124, 376, -603, 993.98, 24.67, 100.0
42998, 648, -408, 701, 22190, -350, 16800, -124, 376, -603, 993.98, 24.67, 100.0
43002, 635, -409, 698, 22190, -350, 16800, -124, 376, -603, 993.98, 24.65, 100.0
43014, 605, -407, 701, 22190, -350, 16800, -124, 373, -610, 994.03, 24.65, 100.0
43018, 596, -405, 701, 22050, 2170, 15470, -124, 373, -610, 994.03, 24.65, 100.0
43022, 584, -402, 706, 22050, 2170, 15470, -124, 373, -610, 994.03, 24.65, 100.0
43034, 559, -399, 717, 22050, 2170, 15470, -126, 378, -618, 994.00, 24.65, 100.0
43038, 549, -404, 724, 21770, 3500, 13300, -126, 378, -618, 994.00, 24.65, 100.0
43042, 543, -404, 732, 21770, 3500, 13300, -126, 378, -618, 994.00, 24.65, 100.0
43054, 535, -405, 746, 21070, 3080, 11060, -121, 372, -612, 994.02, 24.65, 100.0
43058, 533, -404, 748, 21070, 3080, 11060, -121, 372, -612, 994.02, 24.65, 100.0
43062, 526, -404, 749, 21070, 3080, 11060, -121, 372, -612, 994.02, 24.65, 100.0
43074, 520, -393, 754, 21840, 2030, 9100, -123, 379, -618, 994.04, 24.65, 100.0
43078, 526, -384, 758, 21840, 2030, 9100, -123, 379, -618, 994.04, 24.69, 100.0
43082, 527, -381, 760, 21840, 2030, 9100, -123, 379, -618, 994.04, 24.69, 100.0
43094, 542, -351, 753, 24570, 490, 8610, -129, 373, -619, 994.03, 24.69, 100.0
43098, 547, -347, 751, 24570, 490, 8610, -129, 373, -619, 994.03, 24.69, 100.0
43102, 558, -341, 748, 24570, 490, 8610, -129, 373, -619, 994.03, 24.69, 100.0
43114, 567, -331, 745, 26950, -420, 9310, -129, 378, -615, 994.05, 24.69, 100.0
43118, 564, -327, 740, 26950, -420, 9310, -129, 378, -615, 994.05, 24.69, 100.0
43122, 566, -325, 739, 26950, -420, 9310, -129, 378, -615, 994.05, 24.69, 100.0
43134, 557, -319, 734, 27160, 630, 9100, -127, 378, -625, 994.06, 24.69, 100.0
43138, 553, -315, 736, 27160, 630, 9100, -127, 378, -625, 994.06, 24.69, 100.0
43142, 546, -315, 737, 27160, 630, 9100, -127, 378, -625, 994.06, 24.69, 100.0
43154, 532, -313, 746, 25410, 1890, 7560, -124, 378, -622, 994.02, 24.69, 100.0
43158, 525, -310, 744, 25410, 1890, 7560, -124, 378, -622, 994.02, 24.65, 100.0
43162, 522, -309, 746, 25410, 1890, 7560, -124, 378, -622, 994.02, 24.65, 100.0
43174, 508, -306, 745, 22120, 2100, 5250, -127, 379, -630, 993.98, 24.65, 100.0
43178, 502, -305, 747, 22120, 2100, 5250, -127, 379, -630, 993.98, 24.65, 100.0
43182, 496, -306, 742, 22120, 2100, 5250, -127, 379, -630, 993.98, 24.65, 100.0
43194, 495, -317, 729, 18620, 1750, 2380, -133, 385, -625, 993.97, 24.65, 100.0
43198, 496, -318, 725, 18620, 1750, 2380, -133, 385, -625, 993.97, 24.65, 100.0
43202, 505, -319, 721, 18620, 1750, 2380, -133, 385, -625, 993.97, 24.65, 100.0
43214, 508, -307, 707, 15540, 840, -140, -123, 393, -628, 993.96, 24.65, 100.0
43218, 511, -307, 705, 15540, 840, -140, -123, 393, -628, 993.96, 24.65, 100.0
43222, 516, -308, 698, 15540, 840, -140, -123, 393, -628, 993.96, 24.65, 100.0
43234, 545, -335, 698, 12740, -490, -1120, -133, 390, -631, 993.97, 24.63, 100.0
43238, 552, -340, 696, 12740, -490, -1120, -133, 390, -631, 993.97, 24.63, 100.0
43242, 559, -351, 696, 12740, -490, -1120, -136, 382, -639, 993.97, 24.63, 100.0
43254, 585, -395, 693, 7420, -2450, -1190, -136, 382, -639, 994.00, 24.63, 100.0
43258, 595, -413, 693, 7420, -2450, -1190, -136, 382, -639, 994.00, 24.63, 100.0
43262, 601, -423, 693, 7420, -2450, -1190, -132, 393, -639, 994.00, 24.63, 100.0
43274, 620, -461, 700, 2170, -4130, -1400, -132, 393, -639, 994.03, 24.63, 100.0
43278, 624, -470, 706, 2170, -4130, -1400, -132, 393, -639, 994.03, 24.63, 100.0
43282, 626, -474, 711, 0, -4620, -2030, -141, 393, -634, 994.03, 24.63, 100.0
43294, 633, -481, 718, 0, -4620, -2030, -141, 393, -634, 994.07, 24.63, 100.0
43298, 636, -486, 720, 0, -4620, -2030, -141, 393, -634, 994.07, 24.63, 100.0
43302, 639, -489, 721, 1120, -4060, -2310, -132, 388, -627, 994.07, 24.63, 100.0
43314, 646, -496, 726, 1120, -4060, -2310, -132, 388, -627, 994.08, 24.63, 100.0
43318, 647, -496, 727, 1120, -4060, -2310, -132, 388, -627, 994.08, 24.63, 100.0
43322, 649, -496, 727, 2940, -3010, -2240, -132, 376, -627, 994.08, 24.63, 100.0
43334, 650, -486, 728, 2940, -3010, -2240, -132, 376, -627, 994.02, 24.63, 100.0
43338, 647, -485, 726, 2940, -3010, -2240, -132, 376, -627, 994.02, 24.63, 100.0
43342, 643, -483, 730, 5390, -1190, -2870, -138, 390, -634, 994.02, 24.63, 100.0
43354, 628, -461, 739, 5390, -1190, -2870, -138, 390, -634, 994.01, 24.63, 100.0
43358, 621, -452, 739, 7350, 1680, -5250, -138, 390, -634, 994.01, 24.63, 100.0
43362, 614, -447, 738, 7350, 1680, -5250, -130, 384, -628, 994.01, 24.63, 100.0
43374, 599, -444, 736, 7350, 1680, -5250, -130, 384, -628, 993.99, 24.63, 100.0
43378, 596, -442, 733, 7840, 4340, -9240, -130, 375, -633, 993.99, 24.63, 100.0
43382, 588, -439, 729, 7840, 4340, -9240, -130, 375, -633, 993.99, 24.63, 100.0
43394, 579, -424, 723, 7840, 4340, -9240, -130, 375, -633, 994.06, 24.69, 100.0
43398, 576, -419, 721, 7700, 5810, -13020, -144, 387, -631, 994.06, 24.69, 100.0
43402, 576, -416, 720, 7700, 5810, -13020, -144, 387, -631, 994.06, 24.69, 100.0
43414, 568, -397, 716, 7560, 6090, -14980, -144, 387, -631, 994.02, 24.69, 100.0
43418, 569, -394, 716, 7560, 6090, -14980, -141, 384, -634, 994.02, 24.69, 100.0
43422, 571, -386, 717, 7560, 6090, -14980, -141, 384, -634, 994.02, 24.69, 100.0
43434, 563, -377, 720, 6580, 6020, -15680, -141, 384, -634, 994.06, 24.69, 100.0
43438, 556, -376, 723, 6580, 6020, -15680, -142, 378, -645, 994.06, 24.69, 100.0
43442, 551, -372, 723, 6580, 6020, -15680, -142, 378, -645, 994.06, 24.69, 100.0
43454, 534, -376, 733, 4270, 6090, -16800, -142, 378, -645, 994.03, 24.69, 100.0
43458, 527, -376, 736, 4270, 6090, -16800, -142, 382, -640, 994.03, 24.69, 100.0
43462, 520, -378, 739, 4270, 6090, -16800, -142, 382, -640, 994.03, 24.69, 100.0
43474, 530, -377, 747, 1610, 4480, -17570, -142, 382, -640, 993.96, 24.63, 100.0
43478, 537, -374, 746, 1610, 4480, -17570, -147, 382, -646, 993.96, 24.63, 100.0
43482, 542, -376, 745, 1610, 4480, -17570, -147, 382, -646, 993.96, 24.63, 100.0
43494, 565, -375, 742, 700, 910, -16240, -147, 382, -646, 993.93, 24.63, 100.0
43498, 569, -374, 742, 700, 910, -16240, -148, 379, -651, 993.93, 24.63, 100.0
43502, 573, -373, 742, 700, 910, -16240, -148, 379, -651, 993.93, 24.63, 100.0
43514, 595, -369, 751, 420, -1400, -13790, -141, 381, -636, 993.93, 24.63, 100.0
43518, 599, -366, 754, 420, -1400, -13790, -141, 381, -636, 993.93, 24.63, 100.0
43522, 600, -363, 753, 420, -1400, -13790, -141, 381, -636, 993.93, 24.63, 100.0
43534, 611, -367, 754, -70, -1470, -11690, -150, 373, -639, 993.97, 24.63, 100.0
43538, 614, -370, 755, -70, -1470, -11690, -150, 373, -639, 993.97, 24.63, 100.0
43542, 616, -371, 756, -70, -1470, -11690, -150, 373, -639, 993.97, 24.63, 100.0
43554, 605, -383, 758, -910, 140, -10220, -154, 378, -645, 993.94, 24.63, 100.0
43558, 602, -385, 760, -910, 140, -10220, -154, 378, -645, 993.94, 24.63, 100.0
43562, 595, -391, 761, -910, 140, -10220, -154, 378, -645, 993.94, 24.63, 100.0
43574, 587, -406, 769, -2030, 3150, -11340, -150, 376, -643, 994.01, 24.63, 100.0
43578, 582, -410, 770, -2030, 3150, -11340, -150, 376, -643, 994.01, 24.63, 100.0
43582, 580, -414, 772, -2030, 3150, -11340, -150, 376, -643, 994.01, 24.63, 100.0
43594, 586, -437, 770, -2800, 5250, -14070, -148, 369, -645, 994.00, 24.63, 100.0
43598, 593, -438, 768, -2800, 5250, -14070, -148, 369, -645, 994.00, 24.63, 100.0
43602, 595, -435, 763, -2800, 5250, -14070, -148, 369, -645, 994.00, 24.63, 100.0
43614, 603, -422, 755, -1120, 5530, -15400, -147, 375, -645, 994.06, 24.63, 100.0
43618, 608, -415, 749, -1120, 5530, -15400, -147, 375, -645, 994.06, 24.63, 100.0
43622, 611, -411, 748, -1120, 5530, -15400, -147, 375, -645, 994.06, 24.63, 100.0
43634, 620, -388, 748, 3920, 6090, -15260, -157, 373, -637, 994.02, 24.63, 100.0
43638, 623, -380, 751, 3920, 6090, -15260, -157, 373, -637, 994.02, 24.63, 100.0
43642, 621, -371, 753, 8750, 8260, -14910, -157, 373, -637, 994.02, 24.63, 100.0
43654, 615, -355, 764, 8750, 8260, -14910, -157, 369, -637, 994.02, 24.63, 100.0
43658, 614, -353, 763, 8750, 8260, -14910, -157, 369, -637, 994.02, 24.63, 100.0
43662, 611, -349, 765, 10990, 11760, -15680, -157, 369, -637, 994.02, 24.63, 100.0
43674, 607, -351, 761, 10990, 11760, -15680, -147, 378, -646, 994.01, 24.63, 100.0
43678, 609, -348, 762, 10990, 11760, -15680, -147, 378, -646, 994.01, 24.63, 100.0
43682, 608, -345, 762, 11200, 15330, -18550, -147, 378, -646, 994.01, 24.63, 100.0
43694, 591, -321, 765, 11200, 15330, -18550, -165, 382, -649, 993.98, 24.63, 100.0
43698, 588, -316, 766, 11200, 15330, -18550, -165, 382, -649, 993.98, 24.63, 100.0
43702, 584, -313, 766, 10850, 19110, -23590, -165, 382, -649, 993.98, 24.65, 100.0
43714, 568, -306, 768, 10850, 19110, -23590, -165, 373, -652, 994.01, 24.65, 100.0
43718, 564, -303, 769, 8820, 22680, -28770, -165, 373, -652, 994.01, 24.65, 100.0
43722, 559, -303, 772, 8820, 22680, -28770, -165, 373, -652, 994.01, 24.65, 100.0
43734, 545, -301, 783, 8820, 22680, -28770, -172, 370, -657, 993.98, 24.65, 100.0
43738, 535, -301, 790, 5670, 24850, -31990, -172, 370, -657, 993.98, 24.65, 100.0
43742, 526, -300, 795, 5670, 24850, -31990, -172, 370, -657, 993.98, 24.65, 100.0
43754, 498, -299, 801, 5670, 24850, -31990, -166, 370, -664, 993.96, 24.65, 100.0
43758, 491, -296, 802, 3850, 25900, -31850, -166, 370, -664, 993.96, 24.65, 100.0
43762, 489, -292, 805, 3850, 25900, -31850, -166, 370, -664, 993.96, 24.65, 100.0
43774, 482, -282, 803, 3850, 25900, -31850, -178, 369, -660, 993.94, 24.65, 100.0
43778, 478, -279, 798, 3920, 24780, -29190, -178, 369, -660, 993.94, 24.65, 100.0
43782, 472, -281, 794, 3920, 24780, -29190, -178, 369, -660, 993.94, 24.65, 100.0
43794, 471, -300, 787, 2590, 22470, -27580, -181, 367, -658, 993.92, 24.65, 100.0
43798, 475, -306, 788, 2590, 22470, -27580, -181, 367, -658, 993.92, 24.65, 100.0
43802, 480, -312, 790, 2590, 22470, -27580, -181, 367, -658, 993.92, 24.65, 100.0
43814, 487, -317, 795, 0, 19250, -28070, -174, 366, -673, 993.99, 24.65, 100.0
43818, 490, -314, 794, 0, 19250, -28070, -174, 366, -673, 993.99, 24.65, 100.0
43822, 493, -317, 791, 0, 19250, -28070, -174, 366, -673, 993.99, 24.65, 100.0
43834, 516, -320, 778, 420, 15190, -28140, -172, 373, -669, 993.99, 24.65, 100.0
43838, 521, -319, 775, 420, 15190, -28140, -172, 373, -669, 993.99, 24.65, 100.0
43842, 535, -317, 772, 420, 15190, -28140, -172, 373, -669, 993.99, 24.65, 100.0
43854, 571, -302, 761, 3150, 10920, -26320, -184, 366, -664, 994.08, 24.65, 100.0
43858, 595, -303, 759, 3150, 10920, -26320, -184, 366, -664, 994.08, 24.71, 100.0
43862, 603, -300, 759, 3150, 10920, -26320, -184, 366, -664, 994.08, 24.71, 100.0
43874, 621, -268, 761, 5460, 8680, -24290, -187, 369, -667, 994.08, 24.71, 100.0
43878, 625, -268, 765, 5460, 8680, -24290, -187, 369, -667, 994.08, 24.71, 100.0
43882, 630, -268, 765, 5460, 8680, -24290, -187, 369, -667, 994.08, 24.71, 100.0
43894, 638, -271, 761, 5390, 9100, -23800, -190, 369, -672, 994.03, 24.71, 100.0
43898, 636, -274, 762, 5390, 9100, -23800, -190, 369, -672, 994.03, 24.71, 100.0
43902, 639, -275, 758, 5390, 9100, -23800, -190, 369, -672, 994.03, 24.71, 100.0
43914, 641, -285, 753, 3640, 9730, -24220, -193, 367, -670, 994.02, 24.71, 100.0
43918, 642, -285, 751, 3640, 9730, -24220, -193, 367, -670, 994.02, 24.71, 100.0
43922, 642, -286, 751, 3640, 9730, -24220, -190, 366, -678, 994.02, 24.71, 100.0
43934, 634, -272, 749, 3360, 10290, -24640, -190, 366, -678, 994.00, 24.65, 100.0
43938, 628, -269, 745, 3360, 10290, -24640, -190, 366, -678, 994.00, 24.65, 100.0
43942, 626, -266, 743, 3360, 10290, -24640, -196, 366, -687, 994.00, 24.65, 100.0
43954, 622, -259, 737, 4760, 11340, -24780, -196, 366, -687, 993.99, 24.65, 100.0
43958, 617, -258, 733, 4760, 11340, -24780, -196, 366, -687, 993.99, 24.65, 100.0
43962, 617, -257, 730, 4760, 11340, -24780, -198, 360, -684, 993.99, 24.65, 100.0
43974, 617, -253, 729, 5250, 12390, -25130, -198, 360, -684, 994.01, 24.65, 100.0
43978, 619, -249, 725, 5250, 12390, -25130, -198, 360, -684, 994.01, 24.65, 100.0
43982, 620, -249, 721, 5250, 12390, -25130, -202, 364, -687, 994.01, 24.65, 100.0
43994, 616, -261, 716, 4830, 12530, -25130, -202, 364, -687, 994.02, 24.65, 100.0
43998, 617, -266, 718, 4830, 12530, -25130, -202, 364, -687, 994.02, 24.65, 100.0
44002, 617, -267, 725, 3780, 11620, -24080, -202, 364, -685, 994.02, 24.65, 100.0
44014, 603, -262, 744, 3780, 11620, -24080, -202, 364, -685, 994.04, 24.65, 100.0
44018, 606, -263, 747, 3780, 11620, -24080, -202, 364, -685, 994.04, 24.65, 100.0
44022, 605, -264, 756, 2730, 10150, -23170, -205, 369, -684, 994.04, 24.65, 100.0
44034, 610, -271, 762, 2730, 10150, -23170, -205, 369, -684, 994.04, 24.65, 100.0
44038, 617, -273, 766, 2730, 10150, -23170, -205, 369, -684, 994.04, 24.65, 100.0
44042, 624, -272, 767, 2100, 7980, -22960, -205, 363, -688, 994.04, 24.65, 100.0
44054, 639, -270, 770, 2100, 7980, -22960, -205, 363, -688, 994.00, 24.65, 100.0
44058, 646, -271, 771, 2100, 7980, -22960, -217, 357, -685, 994.00, 24.65, 100.0
44062, 650, -271, 772, 2660, 6090, -22470, -217, 357, -685, 994.00, 24.65, 100.0
44074, 654, -264, 774, 2660, 6090, -22470, -217, 357, -685, 993.94, 24.65, 100.0
44078, 663, -267, 778, 4270, 5740, -21140, -208, 360, -687, 993.94, 24.65, 100.0
44082, 666, -266, 782, 4270, 5740, -21140, -208, 360, -687, 993.94, 24.65, 100.0
44094, 682, -253, 786, 4270, 5740, -21140, -208, 360, -687, 993.95, 24.65, 100.0
44098, 680, -249, 787, 6440, 5810, -18690, -210, 358, -690, 993.95, 24.65, 100.0
44102, 683, -246, 782, 6440, 5810, -18690, -210, 358, -690, 993.95, 24.65, 100.0
44114, 693, -241, 774, 6440, 5810, -18690, -210, 358, -690, 993.97, 24.65, 100.0
44118, 696, -238, 773, 8610, 6090, -15540, -222, 366, -691, 993.97, 24.65, 100.0
44122, 700, -238, 766, 8610, 6090, -15540, -222, 366, -691, 993.97, 24.65, 100.0
44134, 708, -234, 755, 8610, 6090, -15540, -222, 366, -691, 993.97, 24.65, 100.0
44138, 711, -231, 750, 9870, 6230, -12390, -213, 364, -696, 993.97, 24.65, 100.0
44142, 713, -228, 745, 9870, 6230, -12390, -213, 364, -696, 993.97, 24.65, 100.0
44154, 718, -230, 739, 10080, 6930, -11130, -213, 364, -696, 994.02, 24.65, 100.0
44158, 719, -230, 740, 10080, 6930, -11130, -222, 360, -691, 994.02, 24.65, 100.0
44162, 717, -230, 738, 10080, 6930, -11130, -222, 360, -691, 994.02, 24.65, 100.0
44174, 716, -239, 740, 9240, 7770, -11900, -222, 360, -691, 994.03, 24.67, 100.0
44178, 713, -242, 743, 9240, 7770, -11900, -220, 363, -697, 994.03, 24.67, 100.0
44182, 709, -244, 745, 9240, 7770, -11900, -220, 363, -697, 994.03, 24.67, 100.0
44194, 695, -244, 754, 8890, 8120, -13230, -226, 361, -702, 993.99, 24.67, 100.0
44198, 692, -240, 755, 8890, 8120, -13230, -226, 361, -702, 993.99, 24.67, 100.0
44202, 683, -236, 757, 8890, 8120, -13230, -226, 361, -702, 993.99, 24.67, 100.0
44214, 677, -219, 753, 10920, 7630, -14000, -232, 366, -693, 993.97, 24.67, 100.0
44218, 677, -213, 755, 10920, 7630, -14000, -232, 366, -693, 993.97, 24.67, 100.0
44222, 674, -211, 755, 10920, 7630, -14000, -232, 366, -693, 993.97, 24.67, 100.0
44234, 663, -191, 756, 13720, 6930, -14000, -223, 357, -699, 993.95, 24.67, 100.0
44238, 651, -185, 758, 13720, 6930, -14000, -223, 357, -699, 993.95, 24.67, 100.0
44242, 643, -188, 760, 13720, 6930, -14000, -223, 357, -699, 993.95, 24.67, 100.0
44254, 614, -191, 779, 14630, 7700, -14560, -232, 361, -706, 993.97, 24.67, 100.0
44258, 598, -193, 786, 14630, 7700, -14560, -232, 361, -706, 993.97, 24.67, 100.0
44262, 590, -191, 789, 14630, 7700, -14560, -232, 361, -706, 993.97, 24.67, 100.0
44274, 555, -194, 804, 13650, 7700, -14280, -232, 369, -708, 993.99, 24.67, 100.0
44278, 540, -193, 806, 13650, 7700, -14280, -232, 369, -708, 993.99, 24.67, 100.0
44282, 529, -196, 806, 13650, 7700, -14280, -232, 369, -708, 993.99, 24.67, 100.0
44294, 513, -194, 812, 13300, 4550, -11340, -237, 364, -703, 994.05, 24.67, 100.0
44298, 514, -192, 812, 13300, 4550, -11340, -237, 364, -703, 994.05, 24.67, 100.0
44302, 513, -188, 812, 13300, 4550, -11340, -237, 364, -703, 994.05, 24.67, 100.0
44314, 532, -180, 813, 13790, -1050, -6720, -235, 352, -711, 994.06, 24.67, 100.0
44318, 540, -177, 810, 13790, -1050, -6720, -235, 352, -711, 994.06, 24.67, 100.0
44322, 543, -176, 810, 13790, -1050, -6720, -235, 352, -711, 994.06, 24.67, 100.0
44334, 554, -172, 805, 13860, -5880, -2940, -240, 361, -700, 994.00, 24.65, 100.0
44338, 556, -173, 804, 13860, -5880, -2940, -240, 361, -700, 994.00, 24.65, 100.0
44342, 555, -172, 801, 13860, -5880, -2940, -240, 361, -700, 994.00, 24.65, 100.0
44354, 559, -177, 798, 13160, -7070, -420, -246, 360, -706, 993.99, 24.65, 100.0
44358, 561, -180, 794, 13160, -7070, -420, -246, 360, -706, 993.99, 24.65, 100.0
44362, 564, -182, 792, 13160, -7070, -420, -246, 360, -706, 993.99, 24.65, 100.0
44374, 582, -194, 782, 12390, -6440, 3080, -235, 363, -702, 993.93, 24.65, 100.0
44378, 591, -195, 782, 12390, -6440, 3080, -235, 363, -702, 993.93, 24.65, 100.0
44382, 596, -199, 782, 12040, -5810, 8120, -235, 363, -702, 993.93, 24.65, 100.0
44394, 598, -198, 790, 12040, -5810, 8120, -246, 355, -708, 993.97, 24.65, 100.0
44398, 594, -199, 792, 12040, -5810, 8120, -246, 355, -708, 993.97, 24.65, 100.0
44402, 589, -198, 795, 12180, -3780, 12460, -246, 355, -708, 993.97, 24.69, 100.0
44414, 575, -196, 809, 12180, -3780, 12460, -244, 358, -702, 994.00, 24.69, 100.0
44418, 570, -198, 811, 12180, -3780, 12460, -244, 358, -702, 994.00, 24.69, 100.0
44422, 567, -197, 813, 12320, -910, 15330, -244, 358, -702, 994.00, 24.69, 100.0
44434, 558, -200, 814, 12320, -910, 15330, -244, 364, -708, 994.02, 24.69, 100.0
44438, 556, -200, 810, 12320, -910, 15330, -244, 364, -708, 994.02, 24.69, 100.0
44442, 554, -203, 811, 12530, 1050, 17220, -244, 364, -708, 994.02, 24.69, 100.0
44454, 537, -206, 810, 12530, 1050, 17220, -241, 366, -708, 994.03, 24.69, 100.0
44458, 529, -204, 810, 13510, 3080, 17150, -241, 366, -708, 994.03, 24.69, 100.0
44462, 522, -204, 812, 13510, 3080, 17150, -241, 366, -708, 994.03, 24.69, 100.0
44474, 511, -204, 825, 13510, 3080, 17150, -232, 364, -711, 994.01, 24.69, 100.0
44478, 506, -203, 828, 14910, 4620, 16030, -232, 364, -711, 994.01, 24.69, 100.0
44482, 498, -197, 832, 14910, 4620, 16030, -232, 364, -711, 994.01, 24.65, 100.0
44494, 479, -194, 835, 14910, 4620, 16030, -247, 372, -712, 993.99, 24.65, 100.0
44498, 473, -196, 838, 16450, 4830, 14840, -247, 372, -712, 993.99, 24.65, 100.0
44502, 472, -197, 837, 16450, 4830, 14840, -247, 372, -712, 993.99, 24.65, 100.0
44514, 457, -192, 845, 17010, 4060, 13090, -241, 375, -711, 994.02, 24.65, 100.0
44518, 451, -189, 848, 17010, 4060, 13090, -241, 375, -711, 994.02, 24.65, 100.0
44522, 442, -185, 850, 17010, 4060, 13090, -241, 375, -711, 994.02, 24.65, 100.0
44534, 434, -185, 855, 16520, 2660, 10920, -246, 373, -706, 994.02, 24.65, 100.0
44538, 429, -184, 851, 16520, 2660, 10920, -246, 373, -706, 994.02, 24.65, 100.0
44542, 427, -185, 853, 16520, 2660, 10920, -246, 373, -706, 994.02, 24.65, 100.0
44554, 427, -189, 855, 14910, 420, 8960, -238, 376, -715, 993.98, 24.65, 100.0
44558, 430, -188, 855, 14910, 420, 8960, -238, 376, -715, 993.98, 24.69, 100.0
44562, 431, -192, 855, 14910, 420, 8960, -238, 376, -715, 993.98, 24.69, 100.0
44574, 440, -200, 855, 12740, -2450, 7350, -244, 375, -711, 994.04, 24.69, 100.0
44578, 440, -200, 859, 12740, -2450, 7350, -244, 375, -711, 994.04, 24.69, 100.0
44582, 444, -203, 859, 12740, -2450, 7350, -244, 375, -711, 994.04, 24.69, 100.0
44594, 454, -218, 862, 10710, -4830, 6020, -246, 372, -715, 994.01, 24.69, 100.0
44598, 459, -223, 864, 10710, -4830, 6020, -246, 372, -715, 994.01, 24.69, 100.0
44602, 463, -221, 865, 10710, -4830, 6020, -246, 378, -718, 994.01, 24.69, 100.0
44614, 471, -224, 869, 9800, -6300, 4970, -246, 378, -718, 994.03, 24.69, 100.0
44618, 472, -225, 869, 9800, -6300, 4970, -246, 378, -718, 994.03, 24.69, 100.0
44622, 477, -228, 872, 9800, -6300, 4970, -243, 378, -717, 994.03, 24.69, 100.0
44634, 480, -224, 875, 10220, -6440, 3430, -243, 378, -717, 994.05, 24.69, 100.0
44638, 481, -220, 874, 10220, -6440, 3430, -243, 378, -717, 994.05, 24.69, 100.0
44642, 480, -221, 874, 10220, -6440, 3430, -258, 375, -721, 994.05, 24.69, 100.0
