T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss],P [mB],T [°C],H [%]
44654, 489, -224, 874, 11410, -5810, 1680, -258, 375, -721, 994.04, 24.69, 100.0
44658, 491, -222, 875, 11410, -5810, 1680, -258, 375, -721, 994.04, 24.69, 100.0
44662, 494, -218, 876, 11410, -5810, 1680, -243, 375, -714, 994.04, 24.69, 100.0
44674, 483, -199, 879, 12390, -4970, 0, -243, 375, -714, 994.04, 24.69, 100.0
44678, 478, -192, 877, 12390, -4970, 0, -243, 375, -714, 994.04, 24.69, 100.0
44682, 479, -190, 876, 12390, -4970, 0, -246, 372, -715, 994.04, 24.69, 100.0
44694, 472, -170, 873, 13510, -3640, -1680, -246, 372, -715, 993.95, 24.69, 100.0
44698, 471, -160, 875, 13510, -3640, -1680, -246, 372, -715, 993.95, 24.69, 100.0
44702, 466, -154, 874, 13510, -3640, -1680, -250, 370, -721, 993.95, 24.69, 100.0
44714, 453, -136, 878, 13230, -2800, -2030, -250, 370, -721, 993.98, 24.69, 100.0
44718, 447, -130, 880, 13230, -2800, -2030, -250, 370, -721, 993.98, 24.69, 100.0
44722, 445, -128, 878, 13230, -2800, -2030, -253, 381, -729, 993.98, 24.69, 100.0
44734, 438, -132, 877, 10570, -2450, -1190, -253, 381, -729, 993.98, 24.69, 100.0
44738, 436, -133, 878, 10570, -2450, -1190, -252, 372, -714, 993.98, 24.69, 100.0
44742, 435, -133, 881, 5530, -3290, 910, -252, 372, -714, 993.98, 24.69, 100.0
44754, 432, -127, 890, 5530, -3290, 910, -252, 372, -714, 994.02, 24.69, 100.0
44758, 430, -124, 893, 5530, -3290, 910, -249, 373, -723, 994.02, 24.69, 100.0
44762, 426, -124, 896, 0, -5180, 3710, -249, 373, -723, 994.02, 24.69, 100.0
44774, 422, -130, 893, 0, -5180, 3710, -249, 373, -723, 994.00, 24.69, 100.0
44778, 425, -135, 888, 0, -5180, 3710, -247, 376, -717, 994.00, 24.69, 100.0
44782, 429, -143, 890, -5320, -7910, 7770, -247, 376, -717, 994.00, 24.69, 100.0
44794, 437, -160, 889, -5320, -7910, 7770, -247, 376, -717, 994.02, 24.69, 100.0
44798, 437, -165, 889, -5320, -7910, 7770, -238, 378, -715, 994.02, 24.69, 100.0
44802, 439, -176, 889, -10220, -11620, 13790, -238, 378, -715, 994.02, 24.69, 100.0
44814, 446, -206, 886, -10220, -11620, 13790, -238, 378, -715, 994.03, 24.69, 100.0
44818, 449, -216, 886, -13650, -14980, 20300, -246, 367, -709, 994.03, 24.69, 100.0
44822, 449, -221, 887, -13650, -14980, 20300, -246, 367, -709, 994.03, 24.69, 100.0
44834, 459, -243, 883, -13650, -14980, 20300, -246, 367, -709, 993.99, 24.69, 100.0
44838, 466, -249, 882, -14910, -18480, 26600, -238, 373, -711, 993.99, 24.69, 100.0
44842, 472, -248, 882, -14910, -18480, 26600, -238, 373, -711, 993.99, 24.69, 100.0
44854, 489, -240, 880, -14910, -18480, 26600, -238, 373, -711, 994.00, 24.69, 100.0
44858, 498, -235, 879, -14000, -21490, 32480, -223, 384, -705, 994.00, 24.69, 100.0
44862, 501, -231, 879, -14000, -21490, 32480, -223, 384, -705, 994.00, 24.69, 100.0
44874, 511, -213, 865, -14000, -21490, 32480, -223, 373, -705, 993.98, 24.67, 100.0
44878, 512, -214, 855, -12460, -22680, 37800, -223, 373, -705, 993.98, 24.67, 100.0
44882, 516, -217, 845, -12460, -22680, 37800, -223, 373, -705, 993.98, 24.67, 100.0
44894, 522, -239, 833, -11830, -21700, 42840, -217, 375, -699, 994.03, 24.67, 100.0
44898, 523, -241, 833, -11830, -21700, 42840, -217, 375, -699, 994.03, 24.67, 100.0
44902, 521, -251, 827, -11830, -21700, 42840, -217, 375, -699, 994.03, 24.67, 100.0
44914, 507, -278, 830, -10780, -19250, 48930, -216, 381, -696, 993.98, 24.67, 100.0
44918, 501, -290, 835, -10780, -19250, 48930, -216, 381, -696, 993.98, 24.67, 100.0
44922, 497, -297, 837, -10780, -19250, 48930, -216, 381, -696, 993.98, 24.67, 100.0
44934, 494, -303, 854, -6510, -17500, 58170, -202, 388, -685, 993.95, 24.67, 100.0
44938, 495, -299, 856, -6510, -17500, 58170, -202, 388, -685, 993.95, 24.67, 100.0
44942, 494, -293, 855, -6510, -17500, 58170, -202, 388, -685, 993.95, 24.67, 100.0
44954, 495, -293, 847, 140, -17290, 70840, -199, 387, -684, 993.94, 24.69, 100.0
44958, 496, -288, 851, 140, -17290, 70840, -199, 387, -684, 993.94, 24.69, 100.0
44962, 496, -282, 853, 140, -17290, 70840, -199, 387, -684, 993.94, 24.69, 100.0
44974, 476, -263, 859, 5250, -16170, 81620, -187, 388, -688, 993.98, 24.69, 100.0
44978, 473, -266, 857, 5250, -16170, 81620, -187, 388, -688, 993.98, 24.69, 100.0
44982, 462, -270, 856, 5250, -16170, 81620, -187, 388, -688, 993.98, 24.69, 100.0
44994, 433, -302, 834, 6930, -13300, 86170, -183, 409, -685, 994.01, 24.69, 100.0
44998, 427, -323, 833, 6930, -13300, 86170, -183, 409, -685, 994.01, 24.69, 100.0
45002, 427, -334, 833, 6930, -13300, 86170, -183, 409, -685, 994.01, 24.69, 100.0
45014, 424, -385, 842, 6580, -12180, 87290, -189, 406, -684, 994.05, 24.69, 100.0
45018, 426, -405, 845, 6580, -12180, 87290, -189, 406, -684, 994.05, 24.69, 100.0
45022, 434, -423, 849, 6580, -12180, 87290, -189, 406, -684, 994.05, 24.69, 100.0
45034, 462, -448, 853, 8750, -14210, 87710, -169, 427, -688, 994.00, 24.65, 100.0
45038, 477, -453, 849, 8750, -14210, 87710, -169, 427, -688, 994.00, 24.65, 100.0
45042, 483, -463, 850, 8750, -14210, 87710, -169, 427, -688, 994.00, 24.65, 100.0
45054, 515, -464, 848, 15610, -16800, 87010, -156, 421, -685, 994.00, 24.65, 100.0
45058, 524, -457, 848, 15610, -16800, 87010, -156, 421, -685, 994.00, 24.65, 100.0
45062, 525, -452, 848, 15610, -16800, 87010, -156, 421, -685, 994.00, 24.65, 100.0
45074, 524, -443, 844, 23940, -16870, 84700, -156, 435, -688, 994.07, 24.65, 100.0
45078, 523, -442, 842, 23940, -16870, 84700, -156, 435, -688, 994.07, 24.65, 100.0
45082, 518, -442, 837, 23940, -16870, 84700, -156, 435, -688, 994.07, 24.65, 100.0
45094, 526, -434, 829, 30100, -14490, 79520, -154, 441, -694, 994.00, 24.65, 100.0
45098, 535, -430, 826, 30100, -14490, 79520, -154, 441, -694, 994.00, 24.65, 100.0
45102, 544, -430, 825, 33600, -13090, 73220, -154, 441, -694, 994.00, 24.67, 100.0
45114, 562, -426, 825, 33600, -13090, 73220, -165, 451, -703, 994.06, 24.67, 100.0
45118, 565, -427, 826, 33600, -13090, 73220, -165, 451, -703, 994.06, 24.67, 100.0
45122, 566, -426, 827, 35420, -12320, 66500, -165, 451, -703, 994.06, 24.67, 100.0
45134, 556, -423, 829, 35420, -12320, 66500, -156, 454, -702, 994.04, 24.67, 100.0
45138, 551, -423, 831, 35420, -12320, 66500, -156, 454, -702, 994.04, 24.67, 100.0
45142, 547, -422, 833, 36820, -10150, 59220, -156, 454, -702, 994.04, 24.67, 100.0
45154, 522, -405, 829, 36820, -10150, 59220, -165, 465, -700, 994.03, 24.67, 100.0
45158, 514, -398, 827, 36820, -10150, 59220, -165, 465, -700, 994.03, 24.67, 100.0
45162, 501, -390, 821, 38990, -7980, 52010, -165, 465, -700, 994.03, 24.67, 100.0
45174, 478, -369, 817, 38990, -7980, 52010, -169, 469, -706, 994.01, 24.67, 100.0
45178, 474, -360, 812, 41300, -7070, 45220, -169, 469, -706, 994.01, 24.67, 100.0
45182, 472, -354, 813, 41300, -7070, 45220, -169, 469, -706, 994.01, 24.67, 100.0
45194, 472, -320, 813, 41300, -7070, 45220, -166, 475, -705, 993.95, 24.67, 100.0
45198, 472, -311, 815, 41790, -7980, 39410, -166, 475, -705, 993.95, 24.67, 100.0
45202, 467, -308, 811, 41790, -7980, 39410, -166, 475, -705, 993.95, 24.67, 100.0
45214, 461, -319, 813, 41790, -7980, 39410, -175, 477, -709, 993.98, 24.67, 100.0
45218, 461, -319, 814, 38850, -9030, 34650, -175, 477, -709, 993.98, 24.67, 100.0
45222, 461, -318, 816, 38850, -9030, 34650, -175, 477, -709, 993.98, 24.67, 100.0
45234, 454, -297, 813, 38850, -9030, 34650, -166, 484, -712, 993.93, 24.67, 100.0
45238, 453, -292, 811, 35420, -9520, 31010, -166, 484, -712, 993.93, 24.67, 100.0
45242, 451, -287, 809, 35420, -9520, 31010, -166, 484, -712, 993.93, 24.67, 100.0
45254, 442, -288, 810, 32760, -9730, 28420, -178, 477, -720, 994.01, 24.67, 100.0
45258, 442, -286, 809, 32760, -9730, 28420, -178, 477, -720, 994.01, 24.67, 100.0
45262, 442, -287, 815, 32760, -9730, 28420, -178, 477, -720, 994.01, 24.67, 100.0
45274, 453, -303, 837, 27860, -10360, 26880, -175, 480, -717, 993.97, 24.67, 100.0
45278, 458, -309, 844, 27860, -10360, 26880, -175, 480, -717, 993.97, 24.67, 100.0
45282, 461, -314, 844, 27860, -10360, 26880, -175, 480, -717, 993.97, 24.67, 100.0
45294, 467, -333, 855, 22120, -11550, 26040, -184, 480, -721, 994.03, 24.67, 100.0
45298, 471, -341, 856, 22120, -11550, 26040, -184, 480, -721, 994.03, 24.67, 100.0
45302, 475, -347, 857, 22120, -11550, 26040, -175, 481, -726, 994.03, 24.67, 100.0
45314, 479, -359, 851, 18900, -11830, 25270, -175, 481, -726, 993.97, 24.67, 100.0
45318, 477, -359, 847, 18900, -11830, 25270, -175, 481, -726, 993.97, 24.67, 100.0
45322, 477, -360, 846, 18900, -11830, 25270, -181, 487, -721, 993.97, 24.67, 100.0
45334, 473, -353, 840, 18550, -10850, 24080, -181, 487, -721, 994.03, 24.67, 100.0
45338, 471, -354, 843, 18550, -10850, 24080, -181, 487, -721, 994.03, 24.67, 100.0
45342, 471, -354, 846, 18550, -10850, 24080, -184, 487, -721, 994.03, 24.67, 100.0
45354, 468, -360, 852, 18900, -10010, 22610, -184, 487, -721, 994.03, 24.67, 100.0
45358, 468, -364, 854, 18900, -10010, 22610, -184, 487, -721, 994.03, 24.67, 100.0
45362, 469, -368, 857, 18900, -10010, 22610, -174, 489, -723, 994.03, 24.67, 100.0
45374, 473, -379, 855, 18270, -10570, 21840, -174, 489, -723, 994.04, 24.67, 100.0
45378, 481, -379, 855, 18270, -10570, 21840, -174, 489, -723, 994.04, 24.67, 100.0
45382, 487, -376, 854, 18270, -10570, 21840, -175, 486, -729, 994.04, 24.67, 100.0
45394, 491, -362, 853, 18550, -12110, 21910, -175, 486, -729, 994.02, 24.67, 100.0
45398, 490, -360, 854, 18550, -12110, 21910, -175, 486, -729, 994.02, 24.67, 100.0
45402, 489, -356, 854, 18550, -12110, 21910, -192, 490, -726, 994.02, 24.67, 100.0
45414, 497, -348, 854, 20020, -12670, 21000, -192, 490, -726, 994.02, 24.69, 100.0
45418, 502, -346, 849, 20020, -12670, 21000, -192, 490, -726, 994.02, 24.69, 100.0
45422, 504, -344, 848, 20020, -12670, 21000, -186, 484, -735, 994.02, 24.69, 100.0
45434, 514, -352, 843, 20930, -12460, 19040, -186, 484, -735, 994.00, 24.69, 100.0
45438, 514, -353, 841, 20930, -12460, 19040, -180, 495, -730, 994.00, 24.69, 100.0
45442, 515, -350, 839, 20930, -12460, 19040, -180, 495, -730, 994.00, 24.69, 100.0
45454, 515, -340, 833, 21630, -11620, 16870, -180, 495, -730, 993.98, 24.69, 100.0
45458, 514, -340, 832, 21630, -11620, 16870, -195, 490, -724, 993.98, 24.69, 100.0
45462, 516, -338, 830, 21630, -11620, 16870, -195, 490, -724, 993.98, 24.69, 100.0
45474, 521, -320, 826, 23730, -9870, 15680, -195, 490, -724, 993.91, 24.69, 100.0
45478, 523, -311, 824, 23730, -9870, 15680, -186, 495, -735, 993.91, 24.69, 100.0
45482, 527, -304, 825, 26180, -8260, 16030, -186, 495, -735, 993.91, 24.69, 100.0
45494, 537, -285, 822, 26180, -8260, 16030, -186, 495, -735, 993.90, 24.69, 100.0
45498, 543, -277, 822, 26180, -8260, 16030, -190, 490, -742, 993.90, 24.69, 100.0
45502, 544, -275, 825, 27370, -6300, 16940, -190, 490, -742, 993.90, 24.69, 100.0
45514, 541, -269, 830, 27370, -6300, 16940, -190, 490, -742, 993.92, 24.69, 100.0
45518, 537, -272, 831, 27370, -6300, 16940, -190, 498, -744, 993.92, 24.69, 100.0
45522, 537, -278, 827, 25970, -3010, 17080, -190, 498, -744, 993.92, 24.69, 100.0
45534, 535, -287, 828, 25970, -3010, 17080, -190, 498, -744, 993.96, 24.69, 100.0
45538, 531, -288, 829, 25970, -3010, 17080, -195, 493, -739, 993.96, 24.69, 100.0
45542, 525, -286, 831, 23940, 210, 17780, -195, 493, -739, 993.96, 24.69, 100.0
45554, 523, -274, 839, 23940, 210, 17780, -195, 493, -739, 993.97, 24.69, 100.0
45558, 523, -266, 843, 23730, 2590, 18830, -202, 496, -741, 993.97, 24.69, 100.0
45562, 521, -257, 844, 23730, 2590, 18830, -202, 496, -741, 993.97, 24.69, 100.0
45574, 506, -251, 851, 23730, 2590, 18830, -205, 501, -747, 993.98, 24.69, 100.0
45578, 504, -249, 853, 23590, 4690, 18480, -205, 501, -747, 993.98, 24.69, 100.0
45582, 496, -245, 856, 23590, 4690, 18480, -205, 501, -747, 993.98, 24.69, 100.0
45594, 486, -247, 859, 23590, 4690, 18480, -193, 504, -744, 994.02, 24.69, 100.0
45598, 478, -251, 860, 21770, 6930, 16520, -193, 504, -744, 994.02, 24.69, 100.0
45602, 476, -250, 860, 21770, 6930, 16520, -193, 504, -744, 994.02, 24.69, 100.0
45614, 467, -256, 863, 21770, 8260, 14700, -199, 514, -750, 993.95, 24.69, 100.0
45618, 465, -255, 865, 19880, 8260, 14700, -199, 514, -750, 993.95, 24.69, 100.0
45622, 461, -253, 864, 19880, 8260, 14700, -199, 514, -750, 993.95, 24.69, 100.0
45634, 458, -248, 870, 19040, 8820, 13650, -207, 517, -756, 993.94, 24.69, 100.0
45638, 455, -245, 873, 19040, 8820, 13650, -207, 517, -756, 993.94, 24.69, 100.0
45642, 452, -244, 876, 19040, 8820, 13650, -207, 517, -756, 993.94, 24.69, 100.0
45654, 433, -237, 880, 18270, 9800, 12810, -207, 508, -754, 993.99, 24.69, 100.0
45658, 426, -238, 882, 18270, 9800, 12810, -207, 508, -754, 993.99, 24.69, 100.0
45662, 417, -236, 887, 18270, 9800, 12810, -207, 508, -754, 993.99, 24.69, 100.0
45674, 399, -233, 891, 16380, 10640, 10850, -211, 514, -760, 994.03, 24.69, 100.0
45678, 398, -237, 891, 16380, 10640, 10850, -211, 514, -760, 994.03, 24.69, 100.0
45682, 395, -243, 890, 16380, 10640, 10850, -211, 514, -760, 994.03, 24.69, 100.0
45694, 388, -253, 898, 13860, 9940, 9030, -205, 525, -756, 993.96, 24.69, 100.0
45698, 387, -256, 899, 13860, 9940, 9030, -205, 525, -756, 993.96, 24.69, 100.0
45702, 389, -260, 901, 13860, 9940, 9030, -205, 525, -756, 993.96, 24.69, 100.0
45714, 396, -271, 907, 12320, 8260, 7840, -214, 517, -760, 993.93, 24.69, 100.0
45718, 399, -272, 907, 12320, 8260, 7840, -214, 517, -760, 993.93, 24.69, 100.0
45722, 399, -275, 908, 12320, 8260, 7840, -214, 517, -760, 993.93, 24.69, 100.0
45734, 402, -273, 913, 12250, 7350, 6440, -217, 525, -760, 993.95, 24.69, 100.0
45738, 408, -272, 913, 12250, 7350, 6440, -217, 525, -760, 993.95, 24.69, 100.0
45742, 411, -272, 913, 12250, 7350, 6440, -217, 525, -760, 993.95, 24.69, 100.0
45754, 405, -267, 907, 13860, 7350, 4830, -220, 523, -763, 993.96, 24.69, 100.0
45758, 404, -266, 909, 13860, 7350, 4830, -220, 523, -763, 993.96, 24.69, 100.0
45762, 397, -263, 906, 13860, 7350, 4830, -220, 523, -763, 993.96, 24.69, 100.0
45774, 384, -255, 899, 15540, 8190, 3290, -210, 525, -765, 993.99, 24.69, 100.0
45778, 385, -249, 900, 15540, 8190, 3290, -210, 525, -765, 993.99, 24.69, 100.0
45782, 385, -246, 899, 15540, 8190, 3290, -210, 525, -765, 993.99, 24.69, 100.0
45794, 385, -229, 898, 16870, 8890, 2520, -219, 535, -771, 993.97, 24.69, 100.0
45798, 387, -224, 897, 16870, 8890, 2520, -219, 535, -771, 993.97, 24.69, 100.0
45802, 388, -220, 893, 16870, 8890, 2520, -219, 535, -771, 993.97, 24.69, 100.0
45814, 386, -215, 888, 17220, 8610, 2450, -219, 538, -765, 993.94, 24.69, 100.0
45818, 385, -213, 889, 17220, 8610, 2450, -219, 538, -765, 993.94, 24.69, 100.0
45822, 383, -211, 888, 17220, 8610, 2450, -219, 538, -765, 993.94, 24.69, 100.0
45834, 385, -202, 889, 16310, 8540, 1890, -219, 535, -777, 993.99, 24.69, 100.0
45838, 384, -200, 893, 16310, 8540, 1890, -219, 535, -777, 993.99, 24.69, 100.0
45842, 382, -200, 901, 15050, 8610, 630, -219, 535, -777, 993.99, 24.69, 100.0
45854, 377, -190, 909, 15050, 8610, 630, -225, 538, -763, 994.00, 24.69, 100.0
45858, 378, -193, 910, 15050, 8610, 630, -225, 538, -763, 994.00, 24.69, 100.0
45862, 381, -195, 906, 13300, 8120, -490, -225, 538, -763, 994.00, 24.69, 100.0
45874, 392, -216, 902, 13300, 8120, -490, -223, 543, -774, 993.91, 24.69, 100.0
45878, 391, -223, 903, 13300, 8120, -490, -223, 543, -774, 993.91, 24.69, 100.0
45882, 393, -224, 904, 11060, 6930, -1190, -223, 543, -774, 993.91, 24.73, 100.0
45894, 394, -229, 911, 11060, 6930, -1190, -232, 549, -780, 993.95, 24.73, 100.0
45898, 393, -227, 912, 11060, 6930, -1190, -232, 549, -780, 993.95, 24.73, 100.0
45902, 395, -228, 916, 9170, 6720, -2590, -232, 549, -780, 993.95, 24.73, 100.0
45914, 402, -236, 917, 9170, 6720, -2590, -229, 541, -778, 993.96, 24.73, 100.0
45918, 404, -241, 913, 7420, 6720, -4480, -229, 541, -778, 993.96, 24.73, 100.0
45922, 407, -245, 915, 7420, 6720, -4480, -229, 541, -778, 993.96, 24.73, 100.0
45934, 417, -243, 917, 7420, 6720, -4480, -226, 546, -771, 993.97, 24.73, 100.0
45938, 414, -238, 917, 6230, 7070, -6370, -226, 546, -771, 993.97, 24.73, 100.0
45942, 411, -232, 919, 6230, 7070, -6370, -226, 546, -771, 993.97, 24.73, 100.0
45954, 405, -219, 928, 6230, 7070, -6370, -231, 540, -769, 993.98, 24.73, 100.0
45958, 403, -212, 926, 6510, 8680, -8190, -231, 540, -769, 993.98, 24.73, 100.0
45962, 400, -208, 927, 6510, 8680, -8190, -231, 540, -769, 993.98, 24.71, 100.0
45974, 390, -201, 933, 6510, 8680, -8190, -234, 535, -777, 993.99, 24.71, 100.0
45978, 383, -198, 934, 6090, 9940, -9800, -234, 535, -777, 993.99, 24.71, 100.0
45982, 380, -201, 935, 6090, 9940, -9800, -234, 552, -777, 993.99, 24.71, 100.0
45994, 367, -208, 930, 3640, 10500, -12040, -234, 552, -777, 993.96, 24.71, 100.0
45998, 365, -209, 932, 3640, 10500, -12040, -234, 552, -777, 993.96, 24.71, 100.0
46002, 365, -213, 932, 3640, 10500, -12040, -235, 546, -778, 993.96, 24.71, 100.0
46014, 360, -214, 932, 560, 9870, -14840, -235, 546, -778, 994.04, 24.71, 100.0
46018, 361, -214, 930, 560, 9870, -14840, -235, 546, -778, 994.04, 24.71, 100.0
46022, 362, -215, 932, 560, 9870, -14840, -241, 550, -780, 994.04, 24.71, 100.0
46034, 361, -218, 928, -2310, 8330, -17220, -241, 550, -780, 994.04, 24.71, 100.0
46038, 359, -220, 930, -2310, 8330, -17220, -241, 550, -780, 994.04, 24.69, 100.0
46042, 360, -222, 929, -2310, 8330, -17220, -229, 553, -784, 994.04, 24.69, 100.0
46054, 358, -214, 919, -4410, 6790, -18830, -229, 553, -784, 994.00, 24.69, 100.0
46058, 357, -210, 914, -4410, 6790, -18830, -229, 553, -784, 994.00, 24.69, 100.0
46062, 358, -204, 914, -4410, 6790, -18830, -229, 546, -789, 994.00, 24.69, 100.0
46074, 352, -188, 909, -5040, 5320, -19040, -229, 546, -789, 993.98, 24.69, 100.0
46078, 346, -183, 906, -5040, 5320, -19040, -229, 546, -789, 993.98, 24.69, 100.0
46082, 337, -177, 902, -5040, 5320, -19040, -226, 540, -775, 993.98, 24.69, 100.0
46094, 329, -181, 894, -6510, 3990, -18760, -226, 540, -775, 993.97, 24.69, 100.0
46098, 324, -185, 894, -6510, 3990, -18760, -226, 540, -775, 993.97, 24.69, 100.0
46102, 320, -187, 892, -6510, 3990, -18760, -222, 550, -783, 993.97, 24.69, 100.0
46114, 305, -189, 890, -10290, 1820, -17360, -222, 550, -783, 993.97, 24.69, 100.0
46118, 300, -189, 890, -10290, 1820, -17360, -228, 543, -780, 993.97, 24.71, 100.0
46122, 296, -191, 895, -10290, 1820, -17360, -228, 543, -780, 993.97, 24.71, 100.0
46134, 297, -194, 893, -14910, -1260, -14980, -228, 543, -780, 993.93, 24.71, 100.0
46138, 302, -194, 892, -14910, -1260, -14980, -229, 541, -778, 993.93, 24.71, 100.0
46142, 312, -201, 896, -14910, -1260, -14980, -229, 541, -778, 993.93, 24.71, 100.0
46154, 327, -210, 909, -20160, -5180, -12040, -229, 541, -778, 993.95, 24.71, 100.0
46158, 333, -212, 911, -20160, -5180, -12040, -228, 549, -772, 993.95, 24.71, 100.0
46162, 340, -223, 913, -20160, -5180, -12040, -228, 549, -772, 993.95, 24.71, 100.0
46174, 357, -255, 903, -26530, -8260, -9590, -228, 549, -772, 993.96, 24.71, 100.0
46178, 364, -265, 904, -26530, -8260, -9590, -216, 535, -765, 993.96, 24.71, 100.0
46182, 378, -279, 904, -26530, -8260, -9590, -216, 535, -765, 993.96, 24.71, 100.0
46194, 393, -291, 894, -32970, -9520, -8890, -216, 535, -765, 993.93, 24.73, 100.0
46198, 394, -295, 889, -32970, -9520, -8890, -210, 537, -765, 993.93, 24.73, 100.0
46202, 396, -295, 887, -36330, -9030, -10010, -210, 537, -765, 993.93, 24.73, 100.0
46214, 401, -285, 873, -36330, -9030, -10010, -210, 537, -765, 993.89, 24.73, 100.0
46218, 400, -281, 870, -36330, -9030, -10010, -198, 537, -760, 993.89, 24.73, 100.0
46222, 403, -274, 865, -36260, -6930, -13160, -198, 537, -760, 993.89, 24.73, 100.0
46234, 400, -250, 850, -36260, -6930, -13160, -198, 537, -760, 993.93, 24.73, 100.0
46238, 399, -242, 846, -36260, -6930, -13160, -201, 535, -756, 993.93, 24.73, 100.0
46242, 397, -238, 842, -36050, -4830, -18270, -201, 535, -756, 993.93, 24.73, 100.0
46254, 399, -225, 824, -36050, -4830, -18270, -196, 531, -750, 993.92, 24.73, 100.0
46258, 394, -240, 818, -36050, -4830, -18270, -196, 531, -750, 993.92, 24.73, 100.0
46262, 391, -263, 817, -38640, -3360, -26040, -196, 531, -750, 993.92, 24.73, 100.0
46274, 402, -308, 834, -38640, -3360, -26040, -195, 529, -741, 993.94, 24.71, 100.0
46278, 409, -312, 834, -43470, -4480, -32480, -195, 529, -741, 993.94, 24.71, 100.0
46282, 417, -313, 834, -43470, -4480, -32480, -195, 529, -741, 993.94, 24.71, 100.0
46294, 486, -328, 822, -43470, -4480, -32480, -178, 514, -744, 993.94, 24.71, 100.0
46298, 512, -339, 821, -44100, -8820, -31010, -178, 514, -744, 993.94, 24.71, 100.0
46302, 530, -343, 817, -44100, -8820, -31010, -178, 514, -744, 993.94, 24.71, 100.0
46314, 535, -352, 810, -44100, -8820, -31010, -177, 520, -738, 994.00, 24.71, 100.0
46318, 533, -355, 807, -43540, -8890, -28210, -177, 520, -738, 994.00, 24.71, 100.0
46322, 529, -364, 806, -43540, -8890, -28210, -177, 520, -738, 994.00, 24.71, 100.0
46334, 510, -404, 808, -43540, -8890, -28210, -162, 513, -732, 994.00, 24.71, 100.0
46338, 512, -420, 816, -43890, -3430, -27650, -162, 513, -732, 994.00, 24.71, 100.0
46342, 512, -433, 821, -43890, -3430, -27650, -162, 513, -732, 994.00, 24.71, 100.0
